ZCTA5,MEMI,CBSA,POPPT,HUPT,AREAPT,AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,MPOP,MHU,MAREA,MAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,MPOPPCT,MHUPCT,MAREAPCT,MAREALANDPCT
1028,1,44140,15720,6106,33867968,33686035,15720,6106,33867968,33686035,692942,288536,4931427873,4775199911,100,100,100,100,2.27,2.12,0.69,0.71
1029,1,38340,789,1078,46362370,41047358,789,1078,46362370,41047358,131219,68508,2451237841,2400465435,100,100,100,100,0.6,1.57,1.89,1.71
1030,1,44140,11669,4582,31206355,30736637,11669,4582,31206355,30736637,692942,288536,4931427873,4775199911,100,100,100,100,1.68,1.59,0.63,0.64
1031,1,49340,1308,596,20959213,20959213,1308,596,20959213,20959213,798552,326788,4090093562,3912876833,100,100,100,100,0.16,0.18,0.51,0.54
1032,1,44140,570,363,31368863,30481491,570,363,31368863,30481491,692942,288536,4931427873,4775199911,100,100,100,100,0.08,0.13,0.64,0.64
1033,1,44140,6227,2454,72735542,72068288,6227,2454,72735542,72068288,692942,288536,4931427873,4775199911,100,100,100,100,0.9,0.85,1.47,1.51
1034,1,44140,2021,1145,190285414,185271061,2021,1145,190285414,185271061,692942,288536,4931427873,4775199911,100,100,100,100,0.29,0.4,3.86,3.88
1035,1,44140,5250,2230,63731565,59791827,5250,2230,63731565,59791827,692942,288536,4931427873,4775199911,100,100,100,100,0.76,0.77,1.29,1.25
1036,1,44140,5109,1937,50627679,50521716,5109,1937,50627679,50521716,692942,288536,4931427873,4775199911,100,100,100,100,0.74,0.67,1.03,1.06
1037,1,49340,838,253,34627343,34391428,838,253,34627343,34391428,798552,326788,4090093562,3912876833,100,100,100,100,0.1,0.08,0.85,0.88
1038,1,44140,2545,1181,28139574,25893889,2545,1181,28139574,25893889,692942,288536,4931427873,4775199911,100,100,100,100,0.37,0.41,0.57,0.54
1039,1,44140,1336,640,34802255,34206722,1336,640,34802255,34206722,692942,288536,4931427873,4775199911,100,100,100,100,0.19,0.22,0.71,0.72
1040,1,44140,39880,16384,59142386,55116741,39880,16384,59142386,55116741,692942,288536,4931427873,4775199911,100,100,100,100,5.76,5.68,1.2,1.15
1050,1,44140,2530,1167,101852053,99270932,2530,1167,101852053,99270932,692942,288536,4931427873,4775199911,100,100,100,100,0.37,0.4,2.07,2.08
1053,1,44140,1685,636,13541792,13289904,1685,636,13541792,13289904,692942,288536,4931427873,4775199911,100,100,100,100,0.24,0.22,0.27,0.28
1054,1,44140,1851,811,59496676,59071058,1851,811,59496676,59071058,692942,288536,4931427873,4775199911,100,100,100,100,0.27,0.28,1.21,1.24
1056,1,44140,21103,8383,73297009,70460584,21103,8383,73297009,70460584,692942,288536,4931427873,4775199911,100,100,100,100,3.05,2.91,1.49,1.48
1057,1,44140,8534,3470,117915494,116307957,8534,3470,117915494,116307957,692942,288536,4931427873,4775199911,100,100,100,100,1.23,1.2,2.39,2.44
1060,1,44140,15284,7307,31538669,28276974,15284,7307,31538669,28276974,692942,288536,4931427873,4775199911,100,100,100,100,2.21,2.53,0.64,0.59
1062,1,44140,11150,4784,47415849,47018995,11150,4784,47415849,47018995,692942,288536,4931427873,4775199911,100,100,100,100,1.61,1.66,0.96,0.98
1063,1,44140,430,1,100502,100502,430,1,100502,100502,692942,288536,4931427873,4775199911,100,100,100,100,0.06,0,0,0
1066,1,44140,64,25,1960313,1839260,64,25,1960313,1839260,692942,288536,4931427873,4775199911,100,100,100,100,0.01,0.01,0.04,0.04
1068,1,49340,1902,711,54957485,53949370,1902,711,54957485,53949370,798552,326788,4090093562,3912876833,100,100,100,100,0.24,0.22,1.34,1.38
1069,1,44140,8469,3779,73455520,72688936,8469,3779,73455520,72688936,692942,288536,4931427873,4775199911,100,100,100,100,1.22,1.31,1.49,1.52
1070,1,44140,629,320,53794793,53200760,629,320,53794793,53200760,692942,288536,4931427873,4775199911,100,100,100,100,0.09,0.11,1.09,1.11
1071,1,44140,1596,638,41152711,40349276,1596,638,41152711,40349276,692942,288536,4931427873,4775199911,100,100,100,100,0.23,0.22,0.83,0.84
1072,1,44140,1478,748,53364203,52021993,1478,748,53364203,52021993,692942,288536,4931427873,4775199911,100,100,100,100,0.21,0.26,1.08,1.09
1073,1,44140,5792,2337,74991419,72913678,5792,2337,74991419,72913678,692942,288536,4931427873,4775199911,100,100,100,100,0.84,0.81,1.52,1.53
1074,1,49340,319,132,273131,220752,319,132,273131,220752,798552,326788,4090093562,3912876833,100,100,100,100,0.04,0.04,0.01,0.01
1075,1,44140,17527,7162,47662551,45888980,17527,7162,47662551,45888980,692942,288536,4931427873,4775199911,100,100,100,100,2.53,2.48,0.97,0.96
1077,1,44140,9502,3916,81979424,79825932,9502,3916,81979424,79825932,692942,288536,4931427873,4775199911,100,100,100,100,1.37,1.36,1.66,1.67
1079,1,44140,692,325,3030136,2921898,692,325,3030136,2921898,692942,288536,4931427873,4775199911,100,100,100,100,0.1,0.11,0.06,0.06
1080,1,44140,2334,1093,4731673,4473453,2334,1093,4731673,4473453,692942,288536,4931427873,4775199911,100,100,100,100,0.34,0.38,0.1,0.09
1081,1,44140,1698,820,38112802,37544477,1698,820,38112802,37544477,692942,288536,4931427873,4775199911,100,100,100,100,0.25,0.28,0.77,0.79
1082,1,44140,9872,4590,103479330,88986353,10322,4768,135594568,119411357,692942,288536,4931427873,4775199911,95.64,96.27,76.32,74.52,1.42,1.59,2.1,1.86
1082,1,49340,450,178,32115238,30425004,10322,4768,135594568,119411357,798552,326788,4090093562,3912876833,4.36,3.73,23.68,25.48,0.06,0.05,0.79,0.78
1083,1,49340,2888,1270,41028017,40871193,2888,1270,41028017,40871193,798552,326788,4090093562,3912876833,100,100,100,100,0.36,0.39,1,1.04
1084,1,44140,176,88,24043877,23821014,176,88,24043877,23821014,692942,288536,4931427873,4775199911,100,100,100,100,0.03,0.03,0.49,0.5
1085,1,44140,41117,16363,158223043,155258467,41117,16363,158223043,155258467,692942,288536,4931427873,4775199911,100,100,100,100,5.93,5.67,3.21,3.25
1086,1,44140,687,0,96152,96152,687,0,96152,96152,692942,288536,4931427873,4775199911,100,0,100,100,0.1,0,0,0
1088,1,44140,670,357,13505888,13468904,670,357,13505888,13468904,692942,288536,4931427873,4775199911,100,100,100,100,0.1,0.12,0.27,0.28
1089,1,44140,28391,12697,45380622,43286505,28391,12697,45380622,43286505,692942,288536,4931427873,4775199911,100,100,100,100,4.1,4.4,0.92,0.91
1092,1,49340,1394,591,17440457,17359776,1394,591,17440457,17359776,798552,326788,4090093562,3912876833,100,100,100,100,0.17,0.18,0.43,0.44
1093,1,44140,325,156,13080546,13063805,325,156,13080546,13063805,692942,288536,4931427873,4775199911,100,100,100,100,0.05,0.05,0.27,0.27
1094,1,49340,351,171,3112197,2942290,351,171,3112197,2942290,798552,326788,4090093562,3912876833,100,100,100,100,0.04,0.05,0.08,0.08
1095,1,44140,14319,5535,59151294,58570047,14319,5535,59151294,58570047,692942,288536,4931427873,4775199911,100,100,100,100,2.07,1.92,1.2,1.23
1096,1,44140,2217,1029,82592019,82059161,2217,1029,82592019,82059161,692942,288536,4931427873,4775199911,100,100,100,100,0.32,0.36,1.67,1.72
1097,1,44140,111,40,4635022,4426154,111,40,4635022,4426154,692942,288536,4931427873,4775199911,100,100,100,100,0.02,0.01,0.09,0.09
1098,1,44140,1101,610,81585142,81200703,1101,610,81585142,81200703,692942,288536,4931427873,4775199911,100,100,100,100,0.16,0.21,1.65,1.7
1103,1,44140,2479,1661,1397056,1191989,2479,1661,1397056,1191989,692942,288536,4931427873,4775199911,100,100,100,100,0.36,0.58,0.03,0.02
1104,1,44140,22865,9381,13722410,13509560,22865,9381,13722410,13509560,692942,288536,4931427873,4775199911,100,100,100,100,3.3,3.25,0.28,0.28
1105,1,44140,12350,5586,3526004,3219040,12350,5586,3526004,3219040,692942,288536,4931427873,4775199911,100,100,100,100,1.78,1.94,0.07,0.07
1106,1,44140,16021,6107,25422171,24090566,16021,6107,25422171,24090566,692942,288536,4931427873,4775199911,100,100,100,100,2.31,2.12,0.52,0.5
1107,1,44140,11611,4252,3992898,3903756,11611,4252,3992898,3903756,692942,288536,4931427873,4775199911,100,100,100,100,1.68,1.47,0.08,0.08
1108,1,44140,26688,10992,10049655,9643254,26688,10992,10049655,9643254,692942,288536,4931427873,4775199911,100,100,100,100,3.85,3.81,0.2,0.2
1109,1,44140,30250,10818,14582814,14094949,30250,10818,14582814,14094949,692942,288536,4931427873,4775199911,100,100,100,100,4.37,3.75,0.3,0.3
1118,1,44140,14071,5911,9573080,9312203,14071,5911,9573080,9312203,692942,288536,4931427873,4775199911,100,100,100,100,2.03,2.05,0.19,0.2
1119,1,44140,14152,5185,9436036,9194297,14152,5185,9436036,9194297,692942,288536,4931427873,4775199911,100,100,100,100,2.04,1.8,0.19,0.19
1128,1,44140,2631,1077,2894144,2892857,2631,1077,2894144,2892857,692942,288536,4931427873,4775199911,100,100,100,100,0.38,0.37,0.06,0.06
1129,1,44140,7019,2982,9105878,8867992,7019,2982,9105878,8867992,692942,288536,4931427873,4775199911,100,100,100,100,1.01,1.03,0.18,0.19
1151,1,44140,8698,3699,6598855,6134290,8698,3699,6598855,6134290,692942,288536,4931427873,4775199911,100,100,100,100,1.26,1.28,0.13,0.13
1199,1,44140,0,0,28277,28277,0,0,28277,28277,692942,288536,4931427873,4775199911,0,0,100,100,0,0,0,0
1201,1,38340,46504,22443,143810955,137058017,46504,22443,143810955,137058017,131219,68508,2451237841,2400465435,100,100,100,100,35.44,32.76,5.87,5.71
1220,1,38340,8603,4434,63893479,63689337,8603,4434,63893479,63689337,131219,68508,2451237841,2400465435,100,100,100,100,6.56,6.47,2.61,2.65
1222,1,38340,829,361,8898719,8565484,829,361,8898719,8565484,131219,68508,2451237841,2400465435,100,100,100,100,0.63,0.53,0.36,0.36
1223,1,38340,2314,1986,185948005,180653860,2314,1986,185948005,180653860,131219,68508,2451237841,2400465435,100,100,100,100,1.76,2.9,7.59,7.53
1224,1,38340,182,81,802753,720507,182,81,802753,720507,131219,68508,2451237841,2400465435,100,100,100,100,0.14,0.12,0.03,0.03
1225,1,38340,3117,1466,66846521,65025449,3117,1466,66846521,65025449,131219,68508,2451237841,2400465435,100,100,100,100,2.38,2.14,2.73,2.71
1226,1,38340,6945,2993,68686266,68319649,6945,2993,68686266,68319649,131219,68508,2451237841,2400465435,100,100,100,100,5.29,4.37,2.8,2.85
1229,1,38340,95,61,1899054,1897309,95,61,1899054,1897309,131219,68508,2451237841,2400465435,100,100,100,100,0.07,0.09,0.08,0.08
1230,1,38340,8430,4633,241562935,237032746,8430,4633,241562935,237032746,131219,68508,2451237841,2400465435,100,100,100,100,6.42,6.76,9.85,9.87
1235,1,38340,2766,1507,121008472,118213863,2766,1507,121008472,118213863,131219,68508,2451237841,2400465435,100,100,100,100,2.11,2.2,4.94,4.92
1236,1,38340,1509,784,12595870,12437975,1509,784,12595870,12437975,131219,68508,2451237841,2400465435,100,100,100,100,1.15,1.14,0.51,0.52
1237,1,38340,2496,1334,161262311,160121626,2496,1334,161262311,160121626,131219,68508,2451237841,2400465435,100,100,100,100,1.9,1.95,6.58,6.67
1238,1,38340,6047,3155,92924069,90217712,6047,3155,92924069,90217712,131219,68508,2451237841,2400465435,100,100,100,100,4.61,4.61,3.79,3.76
1240,1,38340,4534,2920,56533395,55374233,4534,2920,56533395,55374233,131219,68508,2451237841,2400465435,100,100,100,100,3.46,4.26,2.31,2.31
1242,1,38340,476,214,1313357,1288423,476,214,1313357,1288423,131219,68508,2451237841,2400465435,100,100,100,100,0.36,0.31,0.05,0.05
1243,1,44140,334,188,48363963,48306686,334,188,48363963,48306686,692942,288536,4931427873,4775199911,100,100,100,100,0.05,0.07,0.98,1.01
1244,1,38340,151,84,6416084,6345198,151,84,6416084,6345198,131219,68508,2451237841,2400465435,100,100,100,100,0.12,0.12,0.26,0.26
1245,1,38340,985,914,74515081,72467551,985,914,74515081,72467551,131219,68508,2451237841,2400465435,100,100,100,100,0.75,1.33,3.04,3.02
1247,1,38340,16087,7785,137515619,136035510,16087,7785,137515619,136035510,131219,68508,2451237841,2400465435,100,100,100,100,12.26,11.36,5.61,5.67
1253,1,38340,731,568,48354960,47310437,731,568,48354960,47310437,131219,68508,2451237841,2400465435,100,100,100,100,0.56,0.83,1.97,1.97
1254,1,38340,972,591,37860460,37713379,972,591,37860460,37713379,131219,68508,2451237841,2400465435,100,100,100,100,0.74,0.86,1.54,1.57
1255,1,38340,915,671,137224308,134177247,915,671,137224308,134177247,131219,68508,2451237841,2400465435,100,100,100,100,0.7,0.98,5.6,5.59
1256,1,38340,692,357,93290584,92838285,692,357,93290584,92838285,131219,68508,2451237841,2400465435,100,100,100,100,0.53,0.52,3.81,3.87
1257,1,38340,2121,1231,96070657,93848678,2121,1231,96070657,93848678,131219,68508,2451237841,2400465435,100,100,100,100,1.62,1.8,3.92,3.91
1258,1,38340,374,338,67239485,66839821,374,338,67239485,66839821,131219,68508,2451237841,2400465435,100,100,100,100,0.29,0.49,2.74,2.78
1259,1,38340,635,431,67635344,65593267,635,431,67635344,65593267,131219,68508,2451237841,2400465435,100,100,100,100,0.48,0.63,2.76,2.73
1260,1,38340,240,134,6605501,6503634,240,134,6605501,6503634,131219,68508,2451237841,2400465435,100,100,100,100,0.18,0.2,0.27,0.27
1262,1,38340,1238,1068,33295025,31167340,1238,1068,33295025,31167340,131219,68508,2451237841,2400465435,100,100,100,100,0.94,1.56,1.36,1.3
1264,1,38340,137,109,29515501,29425420,137,109,29515501,29425420,131219,68508,2451237841,2400465435,100,100,100,100,0.1,0.16,1.2,1.23
1266,1,38340,1463,1096,68254509,67473737,1463,1096,68254509,67473737,131219,68508,2451237841,2400465435,100,100,100,100,1.11,1.6,2.78,2.81
1267,1,38340,7989,3202,141636032,141293372,7989,3202,141636032,141293372,131219,68508,2451237841,2400465435,100,100,100,100,6.09,4.67,5.78,5.89
1270,1,38340,778,441,82932933,82512104,778,441,82932933,82512104,131219,68508,2451237841,2400465435,100,100,100,100,0.59,0.64,3.38,3.44
1301,1,44140,17700,8485,67408862,66020418,17700,8485,67408862,66020418,692942,288536,4931427873,4775199911,100,100,100,100,2.55,2.94,1.37,1.38
1330,1,44140,1506,771,86945680,86313800,1506,771,86945680,86313800,692942,288536,4931427873,4775199911,100,100,100,100,0.22,0.27,1.76,1.81
1331,1,49340,13263,6028,141430604,137844144,13263,6028,141430604,137844144,798552,326788,4090093562,3912876833,100,100,100,100,1.66,1.84,3.46,3.52
1337,1,44140,2596,1165,96571102,96405836,2596,1165,96571102,96405836,692942,288536,4931427873,4775199911,100,100,100,100,0.37,0.4,1.96,2.02
1338,1,44140,187,82,8958906,8946607,187,82,8958906,8946607,692942,288536,4931427873,4775199911,100,100,100,100,0.03,0.03,0.18,0.19
1339,1,44140,1438,787,143022237,142392158,1438,787,143022237,142392158,692942,288536,4931427873,4775199911,100,100,100,100,0.21,0.27,2.9,2.98
1340,1,44140,1701,954,115089189,114430561,1701,954,115089189,114430561,692942,288536,4931427873,4775199911,100,100,100,100,0.25,0.33,2.33,2.4
1341,1,44140,1833,801,92891268,92426089,1833,801,92891268,92426089,692942,288536,4931427873,4775199911,100,100,100,100,0.26,0.28,1.88,1.94
1342,1,44140,1492,518,48402705,46190734,1492,518,48402705,46190734,692942,288536,4931427873,4775199911,100,100,100,100,0.22,0.18,0.98,0.97
1343,1,38340,75,38,12692386,12615499,75,38,12692386,12615499,131219,68508,2451237841,2400465435,100,100,100,100,0.06,0.06,0.52,0.53
1344,1,44140,1498,654,36656124,35313664,1498,654,36656124,35313664,692942,288536,4931427873,4775199911,100,100,100,100,0.22,0.23,0.74,0.74
1346,1,44140,533,429,54478938,54379277,533,429,54478938,54379277,692942,288536,4931427873,4775199911,100,100,100,100,0.08,0.15,1.1,1.14
1347,1,44140,166,75,1716302,1495232,166,75,1716302,1495232,692942,288536,4931427873,4775199911,100,100,100,100,0.02,0.03,0.03,0.03
1349,1,44140,1091,496,20447856,19874430,1091,496,20447856,19874430,692942,288536,4931427873,4775199911,100,100,100,100,0.16,0.17,0.41,0.42
1350,1,44140,121,77,28042129,27768017,121,77,28042129,27768017,692942,288536,4931427873,4775199911,100,100,100,100,0.02,0.03,0.57,0.58
1351,1,44140,2270,1032,55324631,54198079,2270,1032,55324631,54198079,692942,288536,4931427873,4775199911,100,100,100,100,0.33,0.36,1.12,1.13
1354,1,44140,1500,608,38313116,35647707,1500,608,38313116,35647707,692942,288536,4931427873,4775199911,100,100,100,100,0.22,0.21,0.78,0.75
1355,1,44140,878,418,158390386,122713549,878,418,158390386,122713549,692942,288536,4931427873,4775199911,100,100,100,100,0.13,0.14,3.21,2.57
1360,1,44140,3032,1391,91609438,88796644,3032,1391,91609438,88796644,692942,288536,4931427873,4775199911,100,100,100,100,0.44,0.48,1.86,1.86
1364,1,44140,7969,3652,104457839,101602863,7969,3652,104457839,101602863,692942,288536,4931427873,4775199911,100,100,100,100,1.15,1.27,2.12,2.13
1366,1,49340,1277,566,106103277,104649746,1277,566,106103277,104649746,798552,326788,4090093562,3912876833,100,100,100,100,0.16,0.17,2.59,2.67
1367,1,44140,522,300,70497563,68727436,522,300,70497563,68727436,692942,288536,4931427873,4775199911,100,100,100,100,0.08,0.1,1.43,1.44
1368,1,49340,1261,578,110198232,108369099,1261,578,110198232,108369099,798552,326788,4090093562,3912876833,100,100,100,100,0.16,0.18,2.69,2.77
1370,1,44140,4084,1976,130429524,129031063,4084,1976,130429524,129031063,692942,288536,4931427873,4775199911,100,100,100,100,0.59,0.68,2.64,2.7
1373,1,44140,4600,2076,64048346,62576781,4600,2076,64048346,62576781,692942,288536,4931427873,4775199911,100,100,100,100,0.66,0.72,1.3,1.31
1375,1,44140,3684,1729,38205458,36856254,3684,1729,38205458,36856254,692942,288536,4931427873,4775199911,100,100,100,100,0.53,0.6,0.77,0.77
1376,1,44140,5247,2503,8615597,7149877,5247,2503,8615597,7149877,692942,288536,4931427873,4775199911,100,100,100,100,0.76,0.87,0.17,0.15
1378,1,44140,774,441,88927760,88114809,774,441,88927760,88114809,692942,288536,4931427873,4775199911,100,100,100,100,0.11,0.15,1.8,1.85
1379,1,44140,813,420,79195754,78233305,813,420,79195754,78233305,692942,288536,4931427873,4775199911,100,100,100,100,0.12,0.15,1.61,1.64
1420,1,49340,40337,17128,80299131,78520256,40337,17128,80299131,78520256,798552,326788,4090093562,3912876833,100,100,100,100,5.05,5.24,1.96,2.01
1430,1,49340,6089,2606,102557826,95807807,6089,2606,102557826,95807807,798552,326788,4090093562,3912876833,100,100,100,100,0.76,0.8,2.51,2.45
1431,1,14460,3074,1191,62391754,61389725,3074,1191,62391754,61389725,4552402,1883206,11687228181,9032348482,100,100,100,100,0.07,0.06,0.53,0.68
1432,1,14460,7089,3422,23107879,21888062,7089,3422,23107879,21888062,4552402,1883206,11687228181,9032348482,100,100,100,100,0.16,0.18,0.2,0.24
1434,1,14460,338,40,3633440,3407436,1795,122,14079442,13678208,4552402,1883206,11687228181,9032348482,18.83,32.79,25.81,24.91,0.01,0,0.03,0.04
1434,1,49340,1457,82,10446002,10270772,1795,122,14079442,13678208,798552,326788,4090093562,3912876833,81.17,67.21,74.19,75.09,0.18,0.03,0.26,0.26
1436,1,49340,3336,1214,25356438,24849921,3336,1214,25356438,24849921,798552,326788,4090093562,3912876833,100,100,100,100,0.42,0.37,0.62,0.64
1438,1,49340,559,214,1451865,1403430,559,214,1451865,1403430,798552,326788,4090093562,3912876833,100,100,100,100,0.07,0.07,0.04,0.04
1440,1,49340,20347,9179,64756674,62268795,20347,9179,64756674,62268795,798552,326788,4090093562,3912876833,100,100,100,100,2.55,2.81,1.58,1.59
1450,1,14460,10646,3989,87429674,84853731,10646,3989,87429674,84853731,4552402,1883206,11687228181,9032348482,100,100,100,100,0.23,0.21,0.75,0.94
1451,1,49340,4747,1824,51233907,49550919,4747,1824,51233907,49550919,798552,326788,4090093562,3912876833,100,100,100,100,0.59,0.56,1.25,1.27
1452,1,49340,4382,1662,108780003,106373488,4382,1662,108780003,106373488,798552,326788,4090093562,3912876833,100,100,100,100,0.55,0.51,2.66,2.72
1453,1,49340,40883,17912,75105748,73735859,40883,17912,75105748,73735859,798552,326788,4090093562,3912876833,100,100,100,100,5.12,5.48,1.84,1.88
1460,1,14460,8924,3477,45374728,42791669,8924,3477,45374728,42791669,4552402,1883206,11687228181,9032348482,100,100,100,100,0.2,0.18,0.39,0.47
1462,1,49340,10086,4133,71849369,68579436,10086,4133,71849369,68579436,798552,326788,4090093562,3912876833,100,100,100,100,1.26,1.26,1.76,1.75
1463,1,14460,11497,4348,60079702,58533407,11497,4348,60079702,58533407,4552402,1883206,11687228181,9032348482,100,100,100,100,0.25,0.23,0.51,0.65
1464,1,14460,7211,2427,39088905,38884871,7211,2427,39088905,38884871,4552402,1883206,11687228181,9032348482,100,100,100,100,0.16,0.13,0.33,0.43
1467,1,49340,316,141,4937665,4908783,316,141,4937665,4908783,798552,326788,4090093562,3912876833,100,100,100,100,0.04,0.04,0.12,0.13
1468,1,49340,4021,1671,56114089,55425624,4021,1671,56114089,55425624,798552,326788,4090093562,3912876833,100,100,100,100,0.5,0.51,1.37,1.42
1469,1,14460,6801,2572,59868179,59261468,6801,2572,59868179,59261468,4552402,1883206,11687228181,9032348482,100,100,100,100,0.15,0.14,0.51,0.66
1473,1,49340,7277,2960,96486316,91766611,7277,2960,96486316,91766611,798552,326788,4090093562,3912876833,100,100,100,100,0.91,0.91,2.36,2.35
1474,1,14460,2125,813,25768885,25690700,2125,813,25768885,25690700,4552402,1883206,11687228181,9032348482,100,100,100,100,0.05,0.04,0.22,0.28
1475,1,49340,10270,4179,113702298,110986284,10270,4179,113702298,110986284,798552,326788,4090093562,3912876833,100,100,100,100,1.29,1.28,2.78,2.84
1501,1,49340,16075,6770,42438308,40018190,16075,6770,42438308,40018190,798552,326788,4090093562,3912876833,100,100,100,100,2.01,2.07,1.04,1.02
1503,1,49340,2866,1189,34122186,33598202,2866,1189,34122186,33598202,798552,326788,4090093562,3912876833,100,100,100,100,0.36,0.36,0.83,0.86
1504,1,49340,9026,3628,29504310,28685128,9026,3628,29504310,28685128,798552,326788,4090093562,3912876833,100,100,100,100,1.13,1.11,0.72,0.73
1505,1,49340,4355,1778,51161090,41598694,4355,1778,51161090,41598694,798552,326788,4090093562,3912876833,100,100,100,100,0.55,0.54,1.25,1.06
1506,1,49340,3390,1493,42996243,40266781,3390,1493,42996243,40266781,798552,326788,4090093562,3912876833,100,100,100,100,0.42,0.46,1.05,1.03
1507,1,49340,12981,4885,113433493,109254326,12981,4885,113433493,109254326,798552,326788,4090093562,3912876833,100,100,100,100,1.63,1.49,2.77,2.79
1510,1,49340,13606,6397,18824427,14645926,13606,6397,18824427,14645926,798552,326788,4090093562,3912876833,100,100,100,100,1.7,1.96,0.46,0.37
1515,1,49340,2183,931,26948002,25514944,2183,931,26948002,25514944,798552,326788,4090093562,3912876833,100,100,100,100,0.27,0.28,0.66,0.65
1516,1,49340,8500,3306,99221341,95201650,8500,3306,99221341,95201650,798552,326788,4090093562,3912876833,100,100,100,100,1.06,1.01,2.43,2.43
1518,1,49340,2974,1326,24901797,22976455,2974,1326,24901797,22976455,798552,326788,4090093562,3912876833,100,100,100,100,0.37,0.41,0.61,0.59
